timestamp,signal,setup,confidence,risk_reward,reason
2026-05-26 20:00:00,NO TRADE,RANGE / BEARISH,0.6614274978637695,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-27 00:00:00,NO TRADE,BEARISH SETUP,0.6270189881324768,,"SELL setup detected, but R:R is only 0.62. Required R:R is greater than 2.5."
2026-05-27 04:00:00,SELL,BEARISH STRUCTURE,0.9489433860778809,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-05-27 08:00:00,HOLD,BEARISH STRUCTURE,0.7519800066947937,,"Bearish market structure and trend exist, but complete trade confirmation is missing."
2026-05-27 12:00:00,NO TRADE,RANGE / BEARISH,0.8697203993797302,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-27 16:00:00,NO TRADE,RANGE / BEARISH,0.6392531394958496,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-27 20:00:00,NO TRADE,BEARISH SETUP,0.7476824522018433,,"SELL setup detected, but R:R is only 1.30. Required R:R is greater than 2.5."
2026-05-28 00:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-05-28 04:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-05-28 08:00:00,NO TRADE,RANGE / BEARISH,0.6910449862480164,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-28 12:00:00,NO TRADE,BULLISH / BEARISH,0.5076160430908203,,Volatility model confidence is below 60%.
2026-05-28 16:00:00,NO TRADE,BEARISH / BEARISH,0.5213758945465088,,Volatility model confidence is below 60%.
2026-05-28 20:00:00,NO TRADE,RANGE / BEARISH,0.657471239566803,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-29 00:00:00,NO TRADE,BULLISH / BEARISH,0.7807000279426575,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-29 04:00:00,HOLD,BEARISH STRUCTURE,0.7234605550765991,,"Bearish market structure and trend exist, but complete trade confirmation is missing."
2026-05-29 08:00:00,NO TRADE,BULLISH / BEARISH,0.5641268491744995,,Volatility model confidence is below 60%.
2026-05-29 12:00:00,NO TRADE,RANGE / BEARISH,0.7345113754272461,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-29 16:00:00,NO TRADE,BEARISH / RANGE,0.6715297102928162,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-29 20:00:00,NO TRADE,BULLISH / BEARISH,0.8924254179000854,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-30 00:00:00,NO TRADE,RANGE / BEARISH,0.783264696598053,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-30 04:00:00,NO TRADE,RANGE / BEARISH,0.722458004951477,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-30 08:00:00,NO TRADE,BEARISH SETUP,0.8399596810340881,,"SELL setup detected, but R:R is only 0.88. Required R:R is greater than 2.5."
2026-05-30 12:00:00,NO TRADE,RANGE / RANGE,0.8981200456619263,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-30 16:00:00,NO TRADE,BULLISH / RANGE,0.6166584491729736,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-30 20:00:00,NO TRADE,BULLISH / RANGE,0.7257062196731567,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-31 00:00:00,NO TRADE,RANGE / RANGE,0.8039930462837219,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-31 04:00:00,NO TRADE,BULLISH / RANGE,0.8433773517608643,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-31 08:00:00,NO TRADE,BULLISH / RANGE,0.7132703065872192,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-31 12:00:00,NO TRADE,BEARISH / RANGE,0.7380993366241455,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-31 16:00:00,NO TRADE,BEARISH / RANGE,0.9258265495300293,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-05-31 20:00:00,NO TRADE,BEARISH SETUP,0.8963443636894226,,"SELL setup detected, but R:R is only 1.42. Required R:R is greater than 2.5."
2026-06-01 00:00:00,NO TRADE,RANGE / BEARISH,0.7276878356933594,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-01 04:00:00,NO TRADE,RANGE / RANGE,0.5103006958961487,,Volatility model confidence is below 60%.
2026-06-01 08:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-01 12:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-01 16:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-01 20:00:00,NO TRADE,RANGE / BEARISH,0.5368196964263916,,Volatility model confidence is below 60%.
2026-06-02 00:00:00,NO TRADE,BEARISH SETUP,0.6695124506950378,,"SELL setup detected, but R:R is only 0.74. Required R:R is greater than 2.5."
2026-06-02 04:00:00,NO TRADE,BEARISH SETUP,0.6232797503471375,,"SELL setup detected, but R:R is only 0.90. Required R:R is greater than 2.5."
2026-06-02 08:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-02 12:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-02 16:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-02 20:00:00,NO TRADE,BEARISH SETUP,0.8793609738349915,,"SELL setup detected, but R:R is only 0.67. Required R:R is greater than 2.5."
2026-06-03 00:00:00,NO TRADE,BEARISH SETUP,0.9071086645126343,,"SELL setup detected, but R:R is only 0.51. Required R:R is greater than 2.5."
2026-06-03 04:00:00,NO TRADE,RANGE / BEARISH,0.8588119745254517,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-03 08:00:00,NO TRADE,RANGE / BEARISH,0.7040165662765503,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-03 12:00:00,HOLD,BEARISH STRUCTURE,0.8646997213363647,,"Bearish market structure and trend exist, but complete trade confirmation is missing."
2026-06-03 16:00:00,NO TRADE,BEARISH / BEARISH,0.5377850532531738,,Volatility model confidence is below 60%.
2026-06-03 20:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-04 00:00:00,SELL,BEARISH STRUCTURE,0.95,3.0,Bearish structure + bearish trend + momentum confirmation + valid risk/reward.
2026-06-04 04:00:00,NO TRADE,BEARISH / BEARISH,0.5003153085708618,,Volatility model confidence is below 60%.
2026-06-04 08:00:00,NO TRADE,RANGE / BEARISH,0.7493677735328674,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-04 12:00:00,NO TRADE,RANGE / BEARISH,0.635776698589325,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-04 16:00:00,NO TRADE,RANGE / BEARISH,0.6346259713172913,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-04 20:00:00,NO TRADE,BULLISH / BEARISH,0.8336931467056274,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-05 00:00:00,NO TRADE,RANGE / RANGE,0.8622667193412781,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-05 04:00:00,NO TRADE,BULLISH / BEARISH,0.5500936508178711,,Volatility model confidence is below 60%.
2026-06-05 08:00:00,HOLD,BEARISH STRUCTURE,0.6962183713912964,,"Bearish market structure and trend exist, but complete trade confirmation is missing."
2026-06-05 12:00:00,NO TRADE,BEARISH / BEARISH,0.5351244211196899,,Volatility model confidence is below 60%.
2026-06-05 16:00:00,NO TRADE,BEARISH / BEARISH,0.5744152665138245,,Volatility model confidence is below 60%.
2026-06-05 20:00:00,NO TRADE,BEARISH / BEARISH,0.5702025890350342,,Volatility model confidence is below 60%.
2026-06-06 00:00:00,NO TRADE,RANGE / BEARISH,0.7949495911598206,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-06 04:00:00,NO TRADE,BULLISH / BEARISH,0.5942704677581787,,Volatility model confidence is below 60%.
2026-06-06 08:00:00,HOLD,BEARISH STRUCTURE,0.92270427942276,,"Bearish market structure and trend exist, but complete trade confirmation is missing."
2026-06-06 12:00:00,NO TRADE,BULLISH / BEARISH,0.9118551015853882,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-06 16:00:00,NO TRADE,RANGE / BEARISH,0.9143654108047485,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-06 20:00:00,NO TRADE,BEARISH SETUP,0.6723378896713257,,"SELL setup detected, but R:R is only 0.57. Required R:R is greater than 2.5."
2026-06-07 00:00:00,NO TRADE,RANGE / RANGE,0.8459123373031616,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-07 04:00:00,NO TRADE,RANGE / RANGE,0.5415493249893188,,Volatility model confidence is below 60%.
2026-06-07 08:00:00,NO TRADE,BULLISH / RANGE,0.881165087223053,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-07 12:00:00,NO TRADE,BULLISH / RANGE,0.7334909439086914,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-07 16:00:00,NO TRADE,BEARISH / RANGE,0.5601638555526733,,Volatility model confidence is below 60%.
2026-06-07 20:00:00,NO TRADE,BULLISH / RANGE,0.5183881521224976,,Volatility model confidence is below 60%.
2026-06-08 00:00:00,NO TRADE,RANGE / RANGE,0.5433027744293213,,Volatility model confidence is below 60%.
2026-06-08 04:00:00,NO TRADE,RANGE / RANGE,0.6282354593276978,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-08 08:00:00,NO TRADE,BEARISH / RANGE,0.6119353175163269,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-08 12:00:00,NO TRADE,RANGE / RANGE,0.5436015725135803,,Volatility model confidence is below 60%.
2026-06-08 16:00:00,NO TRADE,BULLISH / RANGE,0.7612190842628479,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-08 20:00:00,NO TRADE,RANGE / RANGE,0.7857270240783691,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-09 00:00:00,NO TRADE,RANGE / RANGE,0.5137773752212524,,Volatility model confidence is below 60%.
2026-06-09 04:00:00,NO TRADE,BULLISH / RANGE,0.547353208065033,,Volatility model confidence is below 60%.
2026-06-09 08:00:00,NO TRADE,RANGE / RANGE,0.5423247218132019,,Volatility model confidence is below 60%.
2026-06-09 12:00:00,NO TRADE,RANGE / RANGE,0.7307056784629822,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-09 16:00:00,NO TRADE,RANGE / BEARISH,0.7184128761291504,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-09 20:00:00,NO TRADE,BEARISH / BEARISH,0.5282604098320007,,Volatility model confidence is below 60%.
2026-06-10 00:00:00,NO TRADE,BEARISH / BEARISH,0.572556734085083,,Volatility model confidence is below 60%.
2026-06-10 05:00:00,NO TRADE,RANGE / BEARISH,0.5089033246040344,,Volatility model confidence is below 60%.
2026-06-10 09:00:00,NO TRADE,BEARISH / BEARISH,0.5317736864089966,,Volatility model confidence is below 60%.
2026-06-10 13:00:00,NO TRADE,RANGE / BEARISH,0.61921626329422,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-10 17:00:00,NO TRADE,BULLISH / RANGE,0.5394783616065979,,Volatility model confidence is below 60%.
2026-06-10 21:00:00,NO TRADE,BULLISH / BEARISH,0.6202166080474854,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-11 01:00:00,NO TRADE,RANGE / RANGE,0.5346943736076355,,Volatility model confidence is below 60%.
2026-06-11 05:00:00,NO TRADE,BEARISH / RANGE,0.5771453380584717,,Volatility model confidence is below 60%.
2026-06-11 09:00:00,NO TRADE,BULLISH / RANGE,0.565016508102417,,Volatility model confidence is below 60%.
2026-06-11 13:00:00,NO TRADE,BULLISH / RANGE,0.7432012557983398,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-11 17:00:00,NO TRADE,RANGE / RANGE,0.5829482078552246,,Volatility model confidence is below 60%.
2026-06-11 21:00:00,NO TRADE,RANGE / RANGE,0.7281820178031921,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-12 01:00:00,NO TRADE,BULLISH / RANGE,0.6202508807182312,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-12 05:00:00,NO TRADE,RANGE / RANGE,0.6274335980415344,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-12 09:00:00,NO TRADE,RANGE / RANGE,0.648216724395752,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-12 13:00:00,NO TRADE,BEARISH / RANGE,0.8254840970039368,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-12 17:00:00,NO TRADE,BULLISH / RANGE,0.7043583393096924,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
2026-06-12 21:00:00,NO TRADE,RANGE / RANGE,0.7184723019599915,,"Market structure, trend and momentum are not sufficiently aligned for a high-quality trade."
